# [2025-04-12 09:24:19,894] INFO: Loading Hamiltonian from saved file
# [2025-04-12 09:24:22,453] INFO: Setting up the training loop
# [2025-04-12 09:24:23,804] INFO: Initializing parameters and states
# [2025-04-12 09:24:33,433] INFO: Burning in the sampler for 100 steps
# [2025-04-12 09:24:48,564] INFO: Start training
# HF energy from loaded: -212.15836732150942
# step	loss	e_tot	exp_es	exp_s	std_es	std_s	lr	time
317	-213.0654	-213.0654	-160.3274	0.7525	140.2881	0.6586	2.8e-04	14.7565
318	-213.1005	-213.1005	-161.5827	0.7582	138.8635	0.6519	2.8e-04	14.7569
319	-213.0508	-213.0508	-162.4411	0.7625	137.8069	0.6470	2.8e-04	14.7491
320	-213.0426	-213.0426	-162.3428	0.7620	137.9162	0.6475	2.8e-04	14.7452
321	-213.0702	-213.0702	-162.5161	0.7627	137.7432	0.6467	2.8e-04	14.7403
322	-213.0994	-213.0994	-160.2430	0.7520	140.4220	0.6592	2.8e-04	14.7437
323	-213.0614	-213.0614	-159.7756	0.7499	140.8778	0.6614	2.8e-04	14.7509
324	-213.0313	-213.0313	-161.2526	0.7569	139.1193	0.6532	2.8e-04	14.7445
325	-213.0399	-213.0399	-160.3394	0.7526	140.2301	0.6584	2.8e-04	14.7511
326	-213.0230	-213.0230	-159.6795	0.7496	140.9695	0.6618	2.8e-04	14.7545
327	-213.1300	-213.1300	-159.2366	0.7471	141.5904	0.6645	2.8e-04	14.7611
328	-213.1170	-213.1170	-157.7769	0.7403	143.1205	0.6718	2.8e-04	14.7496
329	-213.1062	-213.1062	-159.5564	0.7487	141.1913	0.6628	2.8e-04	14.7664
330	-213.0686	-213.0686	-159.4555	0.7484	141.2443	0.6632	2.8e-04	14.7627
331	-212.9994	-212.9994	-157.2850	0.7384	143.6043	0.6743	2.8e-04	14.7616
332	-213.0889	-213.0889	-155.5677	0.7301	145.5766	0.6833	2.8e-04	14.7590
333	-213.0338	-213.0338	-156.7857	0.7360	144.1933	0.6770	2.8e-04	14.7674
334	-213.0629	-213.0629	-156.8753	0.7363	144.1081	0.6765	2.8e-04	14.7643
335	-213.0817	-213.0817	-154.5579	0.7253	146.5882	0.6882	2.8e-04	14.7670
336	-213.0074	-213.0074	-156.5684	0.7350	144.3729	0.6780	2.8e-04	14.7690
337	-213.0653	-213.0653	-155.2277	0.7285	145.9258	0.6850	2.8e-04	14.7767
338	-213.0723	-213.0723	-155.8789	0.7316	145.2012	0.6817	2.8e-04	14.7804
339	-213.0297	-213.0297	-153.2066	0.7192	147.9666	0.6948	2.8e-04	14.7895
340	-213.1023	-213.1023	-153.6188	0.7209	147.6688	0.6931	2.8e-04	14.7925
341	-213.0820	-213.0820	-154.3793	0.7245	146.7819	0.6892	2.8e-04	14.8020
342	-213.0432	-213.0432	-152.5840	0.7162	148.6472	0.6978	2.8e-04	14.8011
343	-213.0621	-213.0621	-152.9599	0.7179	148.2794	0.6961	2.8e-04	14.8038
344	-213.0301	-213.0301	-153.9422	0.7226	147.2019	0.6912	2.8e-04	14.8011
345	-213.1283	-213.1283	-152.9864	0.7178	148.3062	0.6962	2.8e-04	14.8021
346	-213.0674	-213.0674	-152.9862	0.7180	148.1523	0.6957	2.8e-04	14.7975
347	-212.9888	-212.9888	-152.3601	0.7153	148.8089	0.6988	2.8e-04	14.8208
348	-213.0274	-213.0274	-151.2660	0.7101	149.9326	0.7041	2.8e-04	14.8159
349	-213.0677	-213.0677	-150.2807	0.7053	150.9617	0.7087	2.8e-04	14.8002
350	-213.0442	-213.0442	-149.0511	0.6996	152.1787	0.7144	2.8e-04	14.7991
