                         1   -1.2063682640780571e+02   -1.0776814090089916e-04    1.6071134780773421e-04
                         2   -1.2063682660755744e+02   -1.0793143602702041e-04    1.6038233748143690e-04
                         4   -1.2063682686558748e+02   -1.0776487526419033e-04    1.6803930897648327e-04
                         5   -1.2063682737504067e+02   -1.0777208132260567e-04    1.5830548569048918e-04
                         8   -1.2063682734319217e+02   -1.0758327667950825e-04    1.6792437955437934e-04
                        10   -1.2063682761634418e+02   -1.0749223909519337e-04    1.4725381551535394e-04
                        20   -1.2063682779678086e+02   -1.0755054952468396e-04    1.5970405546603350e-04
                        25   -1.2063682804953423e+02   -1.0746841845636745e-04    1.3979122509532858e-04
                        40   -1.2063682792692357e+02   -1.0747034964689367e-04    1.8609508483987262e-04
                        50   -1.2063682823979499e+02   -1.0734250634818578e-04    1.3446171035698721e-04
                       100   -1.2063682821408815e+02   -1.0735132596316485e-04    1.9539658536672436e-04
                       200   -1.2063682827930626e+02   -1.0749009994461724e-04    0.0000000000000000e+00
