                         1   -9.7378062679706062e+01   -6.7303704929084400e-04    6.8046210424330383e-04
                         2   -9.7378069689385740e+01   -6.7429691325677653e-04    6.9183560184682175e-04
                        89   -9.7378072834601880e+01   -6.7052272242754487e-04    3.3539405558965889e-04
                       178   -9.7378073137908316e+01   -6.7057803890064032e-04    0.0000000000000000e+00
