                         1   -1.2731153550204397e+02    1.1485480875602134e-04    1.9716205768040924e-04
                         2   -1.2731153608084146e+02    1.1397136005562542e-04    2.0555288395281479e-04
                         4   -1.2731153633944228e+02    1.1377724023439307e-04    2.0677986602792345e-04
                         5   -1.2731153587531023e+02    1.1382768729729783e-04    2.0433034287719998e-04
                         8   -1.2731153615750803e+02    1.1349765270611365e-04    2.1561412760003759e-04
                        10   -1.2731153602730576e+02    1.1381924939683159e-04    2.1669984568126551e-04
                        20   -1.2731153612554051e+02    1.1387066435846498e-04    2.6240474818843101e-04
                        25   -1.2731153605978204e+02    1.1383562006358718e-04    2.3535728859070228e-04
                        40   -1.2731153602921468e+02    1.1380047103986259e-04    3.5152905230386773e-04
                        50   -1.2731153599287262e+02    1.1397437299086116e-04    1.5621609826668980e-04
                       100   -1.2731153595917993e+02    1.1393939204547410e-04    2.3355227659073389e-05
                       200   -1.2731153596613021e+02    1.1393672259702451e-04    0.0000000000000000e+00
