                         1   -1.2965848443827011e+02    7.3098137454006196e-05    1.7813925277103401e-04
                         2   -1.2965848458988771e+02    7.3287420758344363e-05    1.6126108003951416e-04
                         4   -1.2965848459840913e+02    7.3049988961091742e-05    1.4884217156621368e-04
                         5   -1.2965848456196204e+02    7.2366058235767342e-05    1.5981380469018899e-04
                         8   -1.2965848463684813e+02    7.2857640187899366e-05    1.8022791703582305e-04
                        10   -1.2965848461803591e+02    7.2634818970675072e-05    1.6851429826589230e-04
                        20   -1.2965848477429745e+02    7.2731994847451020e-05    1.4355930523514825e-04
                        25   -1.2965848483692309e+02    7.2813641273526707e-05    1.5376077453642685e-04
                        40   -1.2965848486924256e+02    7.2687035497996771e-05    1.3030179403643197e-04
                        50   -1.2965848481723225e+02    7.2621759526232037e-05    1.5320089808682768e-04
                       100   -1.2965848486682660e+02    7.2623088685103544e-05    1.0852433674331811e-04
                       200   -1.2965848485347766e+02    7.2603587713980017e-05    0.0000000000000000e+00
