# [2025-02-18 16:19:10,120] INFO: Loading Hamiltonian from saved file
# [2025-02-18 16:19:12,632] INFO: Setting up the training loop
# [2025-02-18 16:19:13,921] INFO: Initializing parameters and states
# [2025-02-18 16:19:23,513] INFO: Burning in the sampler for 100 steps
# [2025-02-18 16:19:31,114] INFO: Start training
# HF energy from loaded: -86.35355428968002
# step	loss	e_tot	exp_es	exp_s	std_es	std_s	lr	time
653	-87.0507	-87.0510	-59.4292	0.6827	63.5268	0.7305	2.7e-04	9.7588
654	-87.0348	-87.0350	-59.6350	0.6852	63.3083	0.7283	2.7e-04	9.7575
655	-87.0646	-87.0647	-60.2882	0.6925	62.7333	0.7214	2.7e-04	9.7515
656	-87.0775	-87.0775	-60.4846	0.6946	62.5633	0.7194	2.7e-04	9.7563
657	-87.0431	-87.0432	-60.3300	0.6931	62.6494	0.7206	2.7e-04	9.7602
658	-87.0832	-87.0832	-60.4187	0.6938	62.6348	0.7201	2.7e-04	9.7628
659	-87.0436	-87.0436	-60.5216	0.6953	62.4786	0.7187	2.7e-04	9.7582
660	-87.0372	-87.0372	-60.5404	0.6956	62.4695	0.7184	2.6e-04	9.7624
661	-87.0656	-87.0656	-61.4306	0.7056	61.5981	0.7083	2.6e-04	9.7585
662	-87.0592	-87.0592	-60.7405	0.6977	62.2936	0.7163	2.6e-04	9.7640
663	-87.0594	-87.0594	-60.6906	0.6971	62.3185	0.7168	2.6e-04	9.7562
664	-87.0735	-87.0735	-61.7479	0.7091	61.3149	0.7050	2.6e-04	9.7602
