                         1   -1.3241742803709758e+02    2.3427988448417156e-04    2.9160953427744441e-04
                         2   -1.3241742659902897e+02    2.3298703895480687e-04    2.9974814155895549e-04
                         4   -1.3241742737301746e+02    2.3421070181761872e-04    3.2779454548400054e-04
                         5   -1.3241742693596353e+02    2.3294514710055797e-04    3.2187726490774112e-04
                         8   -1.3241742781675725e+02    2.3236661601999838e-04    3.0988061301639362e-04
                        10   -1.3241742738669709e+02    2.3330239206439479e-04    3.1924093430599193e-04
                        20   -1.3241742752932555e+02    2.3205351974555803e-04    3.3497751470796221e-04
                        25   -1.3241742741326217e+02    2.3231087445894287e-04    4.1303300630715644e-04
                        40   -1.3241742731716940e+02    2.3275288571704959e-04    2.5816685115407950e-04
                        50   -1.3241742757894824e+02    2.3267732454266489e-04    3.2486474939642785e-04
                       100   -1.3241742749690016e+02    2.3318032091442341e-04    1.5630913470548799e-04
                       200   -1.3241742757566010e+02    2.3310401117939057e-04    0.0000000000000000e+00
