# [2025-01-03 16:00:23,097] INFO: Loading Hamiltonian from saved file
# [2025-01-03 16:00:25,085] INFO: Setting up the training loop
# [2025-01-03 16:00:26,348] INFO: Initializing parameters and states
# [2025-01-03 16:00:35,697] INFO: Burning in the sampler for 100 steps
# [2025-01-03 16:00:43,584] INFO: Start training
# HF energy from loaded: -108.22289855006844
# step	loss	e_tot	exp_es	exp_s	std_es	std_s	lr	time
0	-108.2490	-108.2490	-108.1729	0.9993	4.0579	0.0375	3.0e-04	10.2936
1	-108.2505	-108.2505	-108.1785	0.9993	3.9487	0.0365	3.0e-04	0.7128
2	-108.2507	-108.2507	-108.1777	0.9993	3.9737	0.0367	3.0e-04	0.5204
3	-108.2498	-108.2498	-108.1732	0.9993	4.0702	0.0376	3.0e-04	0.5206
4	-108.2526	-108.2526	-108.1798	0.9993	3.9702	0.0367	3.0e-04	0.5220
5	-108.2518	-108.2518	-108.1742	0.9993	4.0978	0.0379	3.0e-04	0.5217
6	-108.2520	-108.2520	-108.1728	0.9993	4.1392	0.0382	3.0e-04	0.5225
7	-108.2532	-108.2532	-108.1709	0.9992	4.2181	0.0390	3.0e-04	0.5218
8	-108.2553	-108.2553	-108.1717	0.9992	4.2532	0.0393	3.0e-04	0.5220
9	-108.2569	-108.2569	-108.1741	0.9992	4.2324	0.0391	3.0e-04	0.5219
10	-108.2551	-108.2551	-108.1677	0.9992	4.3484	0.0402	3.0e-04	0.5223
11	-108.2573	-108.2573	-108.1684	0.9992	4.3816	0.0405	3.0e-04	0.5220
12	-108.2572	-108.2572	-108.1657	0.9992	4.4492	0.0411	3.0e-04	0.5215
13	-108.2574	-108.2574	-108.1594	0.9991	4.6048	0.0425	3.0e-04	0.5228
14	-108.2596	-108.2596	-108.1594	0.9991	4.6559	0.0430	3.0e-04	0.5229
15	-108.2609	-108.2609	-108.1526	0.9990	4.8413	0.0447	3.0e-04	0.5231
16	-108.2618	-108.2618	-108.1506	0.9990	4.9063	0.0453	3.0e-04	0.5215
17	-108.2620	-108.2620	-108.1456	0.9989	5.0188	0.0464	3.0e-04	0.5237
18	-108.2657	-108.2657	-108.1437	0.9989	5.1388	0.0475	3.0e-04	0.5231
19	-108.2645	-108.2645	-108.1387	0.9988	5.2175	0.0482	3.0e-04	0.5220
20	-108.2679	-108.2679	-108.1286	0.9987	5.4887	0.0507	3.0e-04	0.5219
21	-108.2711	-108.2711	-108.1274	0.9987	5.5765	0.0515	3.0e-04	0.5238
22	-108.2700	-108.2700	-108.1164	0.9986	5.7638	0.0532	3.0e-04	0.5225
23	-108.2737	-108.2737	-108.1114	0.9985	5.9218	0.0547	3.0e-04	0.5223
24	-108.2737	-108.2737	-108.1050	0.9984	6.0434	0.0558	3.0e-04	0.5225
