# [2025-01-03 16:06:29,810] INFO: Loading Hamiltonian from saved file
# [2025-01-03 16:06:31,768] INFO: Setting up the training loop
# [2025-01-03 16:06:33,006] INFO: Initializing parameters and states
# [2025-01-03 16:06:42,318] INFO: Burning in the sampler for 100 steps
# [2025-01-03 16:06:50,197] INFO: Start training
# HF energy from loaded: -108.60622571587143
# step	loss	e_tot	exp_es	exp_s	std_es	std_s	lr	time
0	-108.6299	-108.6299	-108.6085	0.9998	2.1575	0.0199	3.0e-04	10.5856
1	-108.6305	-108.6305	-108.6088	0.9998	2.1685	0.0200	3.0e-04	0.7905
2	-108.6301	-108.6301	-108.6077	0.9998	2.2057	0.0203	3.0e-04	0.5357
3	-108.6307	-108.6307	-108.6069	0.9998	2.2780	0.0210	3.0e-04	0.5355
4	-108.6323	-108.6323	-108.6055	0.9998	2.4173	0.0222	3.0e-04	0.5370
5	-108.6316	-108.6316	-108.6026	0.9997	2.5065	0.0231	3.0e-04	0.5345
6	-108.6327	-108.6327	-108.5998	0.9997	2.6718	0.0246	3.0e-04	0.5342
7	-108.6339	-108.6339	-108.5973	0.9997	2.8163	0.0259	3.0e-04	0.5333
8	-108.6344	-108.6344	-108.5943	0.9996	2.9511	0.0272	3.0e-04	0.5350
9	-108.6365	-108.6365	-108.5916	0.9996	3.1223	0.0287	3.0e-04	0.5355
10	-108.6378	-108.6378	-108.5882	0.9995	3.2833	0.0302	3.0e-04	0.5353
11	-108.6360	-108.6360	-108.5825	0.9995	3.4110	0.0314	3.0e-04	0.5350
12	-108.6368	-108.6368	-108.5756	0.9994	3.6458	0.0336	3.0e-04	0.5349
13	-108.6387	-108.6387	-108.5756	0.9994	3.7042	0.0341	3.0e-04	0.5351
14	-108.6382	-108.6382	-108.5636	0.9993	4.0257	0.0371	3.0e-04	0.5363
15	-108.6402	-108.6402	-108.5603	0.9993	4.1657	0.0383	3.0e-04	0.5357
16	-108.6399	-108.6399	-108.5531	0.9992	4.3410	0.0400	3.0e-04	0.5367
17	-108.6436	-108.6436	-108.5477	0.9991	4.5646	0.0420	3.0e-04	0.5354
18	-108.6450	-108.6450	-108.5360	0.9990	4.8641	0.0448	3.0e-04	0.5366
19	-108.6451	-108.6451	-108.5303	0.9989	4.9924	0.0459	3.0e-04	0.5370
20	-108.6503	-108.6503	-108.5247	0.9988	5.2240	0.0481	3.0e-04	0.5358
21	-108.6494	-108.6494	-108.5108	0.9987	5.4858	0.0505	3.0e-04	0.5337
22	-108.6509	-108.6509	-108.4992	0.9986	5.7384	0.0528	3.0e-04	0.5373
23	-108.6509	-108.6509	-108.4889	0.9985	5.9288	0.0546	3.0e-04	0.5376
24	-108.6555	-108.6555	-108.4801	0.9984	6.1701	0.0568	3.0e-04	0.5364
25	-108.6554	-108.6554	-108.4580	0.9982	6.5453	0.0602	3.0e-04	0.5365
26	-108.6562	-108.6562	-108.4391	0.9980	6.8658	0.0632	3.0e-04	0.5355
27	-108.6637	-108.6637	-108.4356	0.9979	7.0361	0.0647	3.0e-04	0.5364
28	-108.6670	-108.6670	-108.4138	0.9977	7.4122	0.0682	3.0e-04	0.5375
29	-108.6659	-108.6659	-108.3969	0.9975	7.6416	0.0703	3.0e-04	0.5378
30	-108.6704	-108.6704	-108.3879	0.9974	7.8302	0.0721	3.0e-04	0.5383
31	-108.6745	-108.6745	-108.3661	0.9972	8.1816	0.0753	3.0e-04	0.5360
32	-108.6805	-108.6805	-108.3530	0.9970	8.4316	0.0776	3.0e-04	0.5375
33	-108.6797	-108.6797	-108.3313	0.9968	8.6961	0.0800	3.0e-04	0.5373
34	-108.6818	-108.6818	-108.3256	0.9967	8.7913	0.0809	3.0e-04	0.5381
35	-108.6893	-108.6893	-108.2965	0.9964	9.2325	0.0849	3.0e-04	0.5370
36	-108.6870	-108.6870	-108.2825	0.9963	9.3650	0.0862	3.0e-04	0.5369
37	-108.7003	-108.7003	-108.2830	0.9962	9.5154	0.0875	3.0e-04	0.5381
38	-108.7008	-108.7008	-108.2434	0.9958	9.9606	0.0916	3.0e-04	0.5371
39	-108.6979	-108.6979	-108.2316	0.9957	10.0564	0.0925	3.0e-04	0.5376
40	-108.7076	-108.7076	-108.2205	0.9955	10.2791	0.0946	3.0e-04	0.5371
41	-108.7200	-108.7200	-108.2089	0.9953	10.5296	0.0969	3.0e-04	0.5378
42	-108.7196	-108.7196	-108.1790	0.9950	10.8244	0.0996	3.0e-04	0.5373
43	-108.7352	-108.7352	-108.1889	0.9950	10.8854	0.1001	3.0e-04	0.5373
44	-108.7430	-108.7430	-108.1733	0.9948	11.1140	0.1022	3.0e-04	0.5363
45	-108.7435	-108.7435	-108.1698	0.9947	11.1523	0.1026	3.0e-04	0.5380
46	-108.7520	-108.7520	-108.1897	0.9948	11.0450	0.1016	3.0e-04	0.5366
47	-108.7571	-108.7571	-108.1662	0.9946	11.3202	0.1041	3.0e-04	0.5372
48	-108.7692	-108.7692	-108.2042	0.9948	11.0720	0.1018	3.0e-04	0.5369
49	-108.7750	-108.7750	-108.2274	0.9950	10.8992	0.1002	3.0e-04	0.5374
50	-108.7830	-108.7830	-108.2395	0.9950	10.8602	0.0998	3.0e-04	0.5363
51	-108.7867	-108.7867	-108.2392	0.9950	10.8992	0.1002	3.0e-04	0.5369
52	-108.7958	-108.7958	-108.2635	0.9951	10.7474	0.0988	3.0e-04	0.5366
53	-108.7995	-108.7995	-108.2670	0.9951	10.7467	0.0988	3.0e-04	0.5375
54	-108.8213	-108.8213	-108.2997	0.9952	10.6395	0.0978	3.0e-04	0.5367
55	-108.8157	-108.8157	-108.3149	0.9954	10.4279	0.0958	3.0e-04	0.5386
56	-108.8256	-108.8256	-108.3369	0.9955	10.3048	0.0947	3.0e-04	0.5375
57	-108.8501	-108.8501	-108.3521	0.9954	10.3985	0.0955	3.0e-04	0.5363
58	-108.8447	-108.8447	-108.3578	0.9955	10.2880	0.0945	3.0e-04	0.5378
59	-108.8481	-108.8481	-108.3742	0.9956	10.1464	0.0932	3.0e-04	0.5366
60	-108.8495	-108.8495	-108.4039	0.9959	9.8422	0.0904	3.0e-04	0.5373
61	-108.8769	-108.8769	-108.4198	0.9958	9.9711	0.0915	3.0e-04	0.5368
62	-108.8720	-108.8720	-108.4363	0.9960	9.7329	0.0894	3.0e-04	0.5356
63	-108.8681	-108.8681	-108.4402	0.9961	9.6453	0.0886	3.0e-04	0.5378
64	-108.8741	-108.8741	-108.4500	0.9961	9.6028	0.0882	3.0e-04	0.5365
65	-108.8927	-108.8927	-108.4937	0.9963	9.3148	0.0855	3.0e-04	0.5376
66	-108.8972	-108.8972	-108.5041	0.9964	9.2480	0.0849	3.0e-04	0.5385
67	-108.8841	-108.8841	-108.4971	0.9964	9.1744	0.0842	3.0e-04	0.5368
68	-108.9030	-108.9030	-108.5270	0.9965	9.0443	0.0830	3.0e-04	0.5351
69	-108.9135	-108.9135	-108.5306	0.9965	9.1287	0.0838	3.0e-04	0.5379
70	-108.9221	-108.9221	-108.5371	0.9965	9.1547	0.0840	3.0e-04	0.5379
71	-108.9235	-108.9235	-108.5355	0.9964	9.1874	0.0843	3.0e-04	0.5373
72	-108.9096	-108.9096	-108.5254	0.9965	9.1394	0.0839	3.0e-04	0.5395
73	-108.9305	-108.9305	-108.5550	0.9966	9.0384	0.0830	3.0e-04	0.5367
74	-108.9209	-108.9209	-108.5437	0.9965	9.0578	0.0831	3.0e-04	0.5374
75	-108.9355	-108.9355	-108.5447	0.9964	9.2165	0.0846	3.0e-04	0.5375
76	-108.9288	-108.9288	-108.5457	0.9965	9.1205	0.0838	3.0e-04	0.5369
77	-108.9305	-108.9305	-108.5426	0.9964	9.1775	0.0843	3.0e-04	0.5367
78	-108.9396	-108.9396	-108.5519	0.9964	9.1764	0.0843	3.0e-04	0.5377
79	-108.9513	-108.9513	-108.5472	0.9963	9.3673	0.0861	3.0e-04	0.5351
80	-108.9600	-108.9600	-108.5497	0.9962	9.4402	0.0867	3.0e-04	0.5363
81	-108.9619	-108.9619	-108.5500	0.9962	9.4567	0.0869	3.0e-04	0.5386
82	-108.9401	-108.9401	-108.5108	0.9961	9.6465	0.0887	3.0e-04	0.5364
83	-108.9514	-108.9514	-108.5248	0.9961	9.6183	0.0884	3.0e-04	0.5357
84	-108.9674	-108.9674	-108.5246	0.9959	9.8011	0.0901	2.9e-04	0.5359
85	-108.9518	-108.9518	-108.5128	0.9960	9.7599	0.0897	2.9e-04	0.5362
86	-108.9608	-108.9608	-108.5259	0.9960	9.7166	0.0892	2.9e-04	0.5363
87	-108.9569	-108.9569	-108.4900	0.9957	10.0595	0.0925	2.9e-04	0.5380
88	-108.9871	-108.9871	-108.5229	0.9957	10.0311	0.0922	2.9e-04	0.5374
89	-108.9971	-108.9971	-108.5150	0.9956	10.2211	0.0939	2.9e-04	0.5380
90	-108.9891	-108.9891	-108.4863	0.9954	10.4371	0.0959	2.9e-04	0.5377
91	-108.9922	-108.9922	-108.4900	0.9954	10.4346	0.0959	2.9e-04	0.5366
92	-108.9769	-108.9769	-108.4771	0.9954	10.4124	0.0957	2.9e-04	0.5375
93	-109.0008	-109.0008	-108.4843	0.9953	10.5832	0.0972	2.9e-04	0.5374
94	-108.9899	-108.9899	-108.4528	0.9951	10.7898	0.0992	2.9e-04	0.5367
95	-108.9910	-108.9910	-108.4237	0.9948	11.0888	0.1019	2.9e-04	0.5356
96	-108.9884	-108.9884	-108.4194	0.9948	11.1100	0.1020	2.9e-04	0.5358
97	-108.9973	-108.9973	-108.3991	0.9945	11.3856	0.1046	2.9e-04	0.5382
98	-108.9976	-108.9976	-108.3723	0.9943	11.6436	0.1070	2.9e-04	0.5373
99	-108.9891	-108.9891	-108.3511	0.9941	11.7517	0.1080	2.9e-04	0.5369
100	-108.9945	-108.9945	-108.3535	0.9941	11.7876	0.1083	2.9e-04	0.5369
101	-109.0012	-109.0012	-108.3522	0.9940	11.8568	0.1089	2.9e-04	0.5361
102	-108.9913	-108.9913	-108.3308	0.9939	11.9626	0.1099	2.9e-04	0.5367
103	-108.9818	-108.9818	-108.2892	0.9936	12.2450	0.1125	2.9e-04	0.5373
104	-109.0171	-109.0171	-108.3149	0.9936	12.3327	0.1133	2.9e-04	0.5370
105	-108.9831	-108.9831	-108.2640	0.9934	12.4816	0.1147	2.9e-04	0.5362
106	-109.0137	-109.0137	-108.2839	0.9933	12.5735	0.1155	2.9e-04	0.5387
107	-109.0118	-109.0118	-108.2872	0.9934	12.5299	0.1151	2.9e-04	0.5368
108	-108.9985	-108.9985	-108.2694	0.9933	12.5681	0.1155	2.9e-04	0.5356
109	-109.0124	-109.0124	-108.2271	0.9928	13.0434	0.1198	2.9e-04	0.5387
110	-109.0133	-109.0133	-108.2528	0.9930	12.8347	0.1179	2.9e-04	0.5369
111	-109.0104	-109.0104	-108.2436	0.9930	12.8884	0.1184	2.9e-04	0.5382
112	-109.0087	-109.0087	-108.2221	0.9928	13.0548	0.1199	2.9e-04	0.5372
113	-109.0154	-109.0154	-108.2205	0.9927	13.1197	0.1205	2.9e-04	0.5357
114	-109.0106	-109.0106	-108.2207	0.9928	13.0759	0.1201	2.9e-04	0.5384
115	-109.0173	-109.0173	-108.2092	0.9926	13.2291	0.1215	2.9e-04	0.5374
116	-109.0345	-109.0345	-108.2137	0.9925	13.3343	0.1225	2.9e-04	0.5365
117	-109.0182	-109.0182	-108.2050	0.9925	13.2716	0.1219	2.9e-04	0.5378
118	-109.0241	-109.0241	-108.1862	0.9923	13.4656	0.1237	2.9e-04	0.5365
